sa2_code,sa2_name,dhb,dose1_uptake_perc,dose2_uptake_perc
156300,East Tamaki Heights,Counties Manukau,92.5,82.5
156400,Te Puru,Counties Manukau,92.5,87.5
156500,Puhinui North,Counties Manukau,92.5,87.5
156600,Dannemora South,Counties Manukau,92.5,87.5
156700,Puhinui South,Counties Manukau,97.5,87.5
156800,Rongomai West,Counties Manukau,77.5,62.5
156900,Baverstock,Counties Manukau,92.5,87.5
157000,Puhinui East,Counties Manukau,92.5,82.5
157100,Turanga,Counties Manukau,92.5,87.5
157200,Rongomai East,Counties Manukau,82.5,67.5
157300,Ormiston North,Counties Manukau,92.5,87.5
157400,Maraetai,Counties Manukau,92.5,87.5
157500,Chapel Downs,Counties Manukau,92.5,82.5
157600,Wiri West,Counties Manukau,77.5,62.5
157700,Clover Park North,Counties Manukau,82.5,67.5
157800,Mission Heights North,Counties Manukau,92.5,87.5
157900,Clover Park South,Counties Manukau,87.5,77.5
158000,Donegal Park,Counties Manukau,97.5,87.5
158100,Ormiston South,Counties Manukau,97.5,92.5
158200,Mission Heights South,Counties Manukau,97.5,87.5
158300,Hilltop (Auckland),Counties Manukau,92.5,82.5
158400,Wiri East,Counties Manukau,77.5,62.5
158500,Goodwood Heights,Counties Manukau,92.5,82.5
158600,Ormiston East,Counties Manukau,97.5,97.5
158700,Clendon Park North,Counties Manukau,82.5,62.5
158800,Burbank,Counties Manukau,82.5,62.5
158900,Tuscany Heights,Counties Manukau,92.5,82.5
159000,Totara Heights,Counties Manukau,92.5,82.5
159100,Homai East,Counties Manukau,87.5,77.5
159200,Homai West,Counties Manukau,82.5,67.5
159300,The Gardens (Auckland),Counties Manukau,92.5,87.5
159400,Clarks Beach,Counties Manukau,92.5,82.5
159500,Clendon Park West,Counties Manukau,82.5,67.5
159600,Hillpark North,Counties Manukau,92.5,82.5
159700,Clendon Park East,Counties Manukau,82.5,62.5
159800,Karaka Creek,Counties Manukau,92.5,82.5
159900,Rowandale West,Counties Manukau,82.5,62.5
160000,Rowandale East,Counties Manukau,82.5,67.5
160100,Manurewa Central,Counties Manukau,92.5,77.5
160200,Weymouth North,Counties Manukau,82.5,67.5
160300,Hillpark South,Counties Manukau,92.5,82.5
160400,Alfriston,Counties Manukau,87.5,82.5
160500,Weymouth East,Counties Manukau,82.5,67.5
160600,Leabank,Counties Manukau,82.5,67.5
160700,Weymouth South,Counties Manukau,82.5,67.5
160800,Manurewa East,Counties Manukau,87.5,67.5
160900,Manurewa South,Counties Manukau,87.5,72.5
161000,Randwick Park East,Counties Manukau,87.5,77.5
161100,Wattle Downs West,Counties Manukau,92.5,82.5
161200,Wattle Downs North,Counties Manukau,77.5,62.5
161300,Randwick Park West,Counties Manukau,77.5,62.5
161400,Kingseat-Karaka,Counties Manukau,92.5,77.5
161500,Wattle Downs East,Counties Manukau,87.5,82.5
161600,Takanini North,Counties Manukau,87.5,72.5
161700,Takanini Industrial,Counties Manukau,82.5,67.5
161800,Conifer Grove West,Counties Manukau,97.5,87.5
161900,Conifer Grove East,Counties Manukau,87.5,77.5
162000,Takanini West,Counties Manukau,87.5,72.5
162100,Takanini South,Counties Manukau,97.5,87.5
162200,Takanini Central,Counties Manukau,92.5,87.5
162300,Ardmore,Counties Manukau,92.5,77.5
162400,Glenbrook,Counties Manukau,87.5,77.5
162500,Hingaia,Counties Manukau,92.5,82.5
162600,Takanini South East,Counties Manukau,92.5,77.5
162700,Kawakawa Bay-Orere,Counties Manukau,87.5,77.5
162800,Papakura West,Counties Manukau,87.5,77.5
162900,Clevedon,Counties Manukau,92.5,87.5
163000,Papakura North,Counties Manukau,87.5,72.5
163100,Pahurehure,Counties Manukau,92.5,82.5
163200,Papakura Central,Counties Manukau,87.5,72.5
163300,Papakura North East,Counties Manukau,92.5,82.5
163400,Karaka Lakes,Counties Manukau,92.5,87.5
163500,Papakura Kelvin,Counties Manukau,77.5,62.5
163600,Papakura Massey Park,Counties Manukau,87.5,67.5
163700,Rosehill,Counties Manukau,87.5,72.5
163800,Patumahoe,Counties Manukau,92.5,82.5
163900,Papakura East,Counties Manukau,87.5,72.5
164000,Opaheke,Counties Manukau,87.5,77.5
164100,Papakura Industrial,Counties Manukau,82.5,67.5
164200,Red Hill,Counties Manukau,87.5,67.5
164300,Drury,Counties Manukau,87.5,72.5
164400,Tamakae,Counties Manukau,92.5,77.5
164500,Hamilton Estate,Counties Manukau,87.5,72.5
164600,Drury Rural,Counties Manukau,92.5,77.5
164700,Waiuku Central,Counties Manukau,87.5,72.5
164800,Waiuku East,Counties Manukau,92.5,77.5
164900,Kendallvale,Counties Manukau,87.5,77.5
165000,Puni,Counties Manukau,92.5,77.5
165100,Ramarama,Counties Manukau,92.5,82.5
165200,Hunua,Counties Manukau,87.5,77.5
165300,Pukekohe North West,Counties Manukau,87.5,72.5
165400,Anselmi Ridge,Counties Manukau,92.5,87.5
165500,Pukekohe West,Counties Manukau,87.5,72.5
165600,Cape Hill,Counties Manukau,92.5,82.5
165700,Rosa Birch Park,Counties Manukau,92.5,82.5
165800,Rooseville Park,Counties Manukau,92.5,77.5
165900,Cloverlea (Auckland),Counties Manukau,92.5,82.5
166000,Pukekohe Central,Counties Manukau,82.5,67.5
166100,Pukekohe Hospital,Counties Manukau,92.5,82.5
166200,Buckland,Counties Manukau,92.5,82.5
166300,Bombay Hills,Counties Manukau,87.5,77.5
166400,Ararimu,Counties Manukau,87.5,77.5
166500,Colville,Waikato,72.5,62.5
166700,Coromandel,Waikato,77.5,67.5
166900,Mercury Bay North,Waikato,77.5,67.5
167000,Whitianga North,Waikato,82.5,72.5
167100,Whitianga South,Waikato,82.5,77.5
167200,Thames Coast,Waikato,82.5,72.5
167300,Cooks Beach-Ferry Landing,Waikato,82.5,77.5
167400,Mercury Bay South,Waikato,82.5,72.5
167500,Kauaeranga,Waikato,77.5,72.5
167600,Thames North,Waikato,87.5,77.5
167700,Thames Central,Waikato,87.5,72.5
167800,Thames South,Waikato,82.5,72.5
167900,Hikuai,Waikato,72.5,57.5
168000,Totora-Kopu,Waikato,87.5,77.5
168100,Tairua,Waikato,82.5,72.5
168200,Pauanui,Waikato,87.5,77.5
168300,Matatoki-Puriri,Waikato,72.5,62.5
168400,Whangamata Rural,Waikato,77.5,67.5
168500,Whangamata,Waikato,87.5,72.5
168600,Miranda-Pukorokoro,Counties Manukau,82.5,72.5
168700,Hauraki Plains North,Waikato,77.5,62.5
168800,Hauraki Plains East,Waikato,82.5,67.5
168900,Ngatea,Waikato,87.5,77.5
169000,Hauraki Plains South,Waikato,72.5,52.5
169100,Paeroa Rural,Waikato,72.5,62.5
169200,Paeroa,Waikato,77.5,67.5
169300,Waihi Rural,Waikato,77.5,62.5
169400,Waihi North,Waikato,77.5,62.5
169500,Waihi East,Waikato,77.5,62.5
169600,Waihi South,Waikato,77.5,62.5
169700,Aka Aka,Counties Manukau,87.5,77.5
169800,Mangatangi,Counties Manukau,87.5,77.5
169900,Tuakau Rural,Counties Manukau,92.5,77.5
170000,Tuakau North,Counties Manukau,87.5,72.5
170100,Onewhero,Counties Manukau,82.5,72.5
170200,Pokeno Rural,Counties Manukau,87.5,72.5
170300,Tuakau South,Counties Manukau,92.5,72.5
170400,Port Waikato-Waikaretu,Counties Manukau,82.5,67.5
170500,Pokeno,Counties Manukau,92.5,82.5
170600,Pukekawa,Counties Manukau,87.5,77.5
170700,Maramarua,Waikato,82.5,67.5
170800,Rangiriri,Waikato,82.5,67.5
170900,Te Akau,Waikato,87.5,72.5
171100,Te Kauwhata,Waikato,82.5,72.5
171200,Huntly Rural,Waikato,82.5,67.5
171300,Waerenga,Waikato,77.5,67.5
171400,Huntly West,Waikato,72.5,52.5
171500,Huntly East,Waikato,87.5,72.5
171600,Raglan,Waikato,82.5,62.5
171700,Whitikahu,Waikato,87.5,72.5
171800,Te Uku,Waikato,77.5,62.5
171900,Taupiri-Lake Kainui,Waikato,82.5,72.5
172000,Ngaruawahia North,Waikato,82.5,62.5
172100,Ngaruawahia Central,Waikato,82.5,62.5
172200,Ngaruawahia South,Waikato,82.5,67.5
172300,Kainui-Gordonton,Waikato,87.5,77.5
172400,Te Kowhai,Waikato,92.5,82.5
172500,Whatawhata West,Waikato,82.5,72.5
172600,Horotiu,Waikato,82.5,67.5
172700,Horsham Downs,Waikato,87.5,82.5
172800,Whatawhata East,Waikato,87.5,72.5
172900,Rotokauri ,Waikato,87.5,77.5
173000,Hamilton Park,Waikato,92.5,77.5
173100,Eureka-Tauwhare,Waikato,87.5,77.5
173200,Tamahere North,Waikato,92.5,82.5
173300,Pukemoremore,Waikato,92.5,77.5
173400,Tamahere South,Waikato,92.5,82.5
173500,Tahuna-Mangateparu,Waikato,87.5,67.5
173600,Mangaiti,Waikato,77.5,57.5
173700,Tatuanui,Waikato,87.5,67.5
173800,Tahuroa,Waikato,87.5,72.5
173900,Morrinsville East,Waikato,92.5,77.5
174000,Morrinsville West,Waikato,87.5,67.5
174100,Te Aroha East,Waikato,77.5,62.5
174200,Te Aroha West,Waikato,87.5,72.5
174300,Waihou-Manawaru,Waikato,77.5,62.5
174400,Waitoa-Ngarua,Waikato,87.5,62.5
174500,Richmond Downs-Wardville,Waikato,82.5,67.5
174600,Waharoa-Peria,Waikato,82.5,62.5
174700,Okauia,Waikato,82.5,67.5
174800,Hinuera,Waikato,87.5,67.5
174900,Matamata North,Waikato,87.5,72.5
175000,Matamata South,Waikato,87.5,77.5
175100,Te Poi,Waikato,82.5,62.5
175200,Te Rapa North,Waikato,82.5,62.5
175300,Flagstaff North,Waikato,92.5,87.5
175400,Rotokauri-Waiwhakareke,Waikato,97.5,82.5
175500,Flagstaff South,Waikato,97.5,87.5
175600,Rototuna North,Waikato,97.5,87.5
175700,Pukete West,Waikato,87.5,77.5
175800,Flagstaff East,Waikato,92.5,87.5
175900,Rototuna Central,Waikato,92.5,82.5
176000,Pukete East,Waikato,92.5,82.5
176100,Te Manatu,Waikato,92.5,82.5
176200,Rototuna South,Waikato,92.5,87.5
176300,Te Rapa South,Waikato,92.5,82.5
176400,Saint Andrews West,Waikato,82.5,72.5
176500,Saint Andrews East,Waikato,92.5,82.5
176600,Queenwood (Hamilton City),Waikato,92.5,82.5
176700,St James,Waikato,92.5,82.5
176800,Crawshaw,Waikato,77.5,57.5
176900,Huntington,Waikato,97.5,87.5
177000,Western Heights (Hamilton City),Waikato,92.5,82.5
177100,Nawton West,Waikato,87.5,77.5
177200,Nawton East,Waikato,82.5,67.5
177300,Chartwell,Waikato,87.5,67.5
177400,Forest Lake (Hamilton City),Waikato,87.5,77.5
177500,Chedworth,Waikato,87.5,82.5
177600,Beerescourt,Waikato,92.5,82.5
177700,Miropiko,Waikato,92.5,82.5
177800,Porritt,Waikato,87.5,72.5
177900,Dinsdale North,Waikato,87.5,72.5
178000,Maeroa,Waikato,87.5,72.5
178100,Dinsdale South,Waikato,87.5,77.5
178200,Fairfield (Hamilton City),Waikato,82.5,62.5
178300,Whitiora,Waikato,92.5,77.5
178400,Enderley North,Waikato,77.5,57.5
178500,Fairview Downs,Waikato,87.5,77.5
178600,Temple View,Waikato,77.5,67.5
178700,Swarbrick,Waikato,87.5,77.5
178800,Kahikatea,Waikato,82.5,67.5
178900,Frankton Junction ,Waikato,87.5,72.5
179000,Kirikiriroa,Waikato,92.5,72.5
179100,Enderley South,Waikato,82.5,67.5
179200,Ruakura,Waikato,97.5,87.5
179300,Claudelands,Waikato,92.5,82.5
179400,Hamilton Central,Waikato,92.5,77.5
179500,Hamilton Lake,Waikato,92.5,82.5
179600,Peachgrove,Waikato,92.5,82.5
179700,Hamilton East Village,Waikato,92.5,82.5
179800,Hamilton West,Waikato,92.5,82.5
179900,Greensboro,Waikato,97.5,77.5
180000,Hamilton East Cook,Waikato,92.5,77.5
180100,Melville North,Waikato,92.5,77.5
180200,Hamilton East,Waikato,92.5,77.5
180300,Melville South,Waikato,87.5,72.5
180400,Deanwell,Waikato,87.5,72.5
180500,Bader,Waikato,77.5,62.5
180600,Hillcrest West (Hamilton City),Waikato,92.5,82.5
180700,Hillcrest East (Hamilton City),Waikato,97.5,82.5
180800,Silverdale (Hamilton City),Waikato,92.5,77.5
180900,Glenview,Waikato,87.5,72.5
181000,Resthill,Waikato,87.5,77.5
181100,Fitzroy ,Waikato,92.5,82.5
181200,Riverlea,Waikato,92.5,82.5
181300,Peacockes,Waikato,87.5,82.5
181400,Te Pahu,Waikato,87.5,72.5
181500,Ngahinapouri,Waikato,92.5,77.5
181600,Lake Cameron,Waikato,92.5,82.5
181700,Lake Ngaroto,Waikato,92.5,77.5
181800,Kaipaki,Waikato,87.5,77.5
181900,Pirongia,Waikato,87.5,77.5
182000,Hautapu Rural,Waikato,92.5,77.5
182100,Pokuru,Waikato,87.5,72.5
182200,Te Rahu,Waikato,87.5,77.5
182300,Fencourt,Waikato,92.5,82.5
182400,Hautapu,Waikato,92.5,82.5
182500,Karapiro,Waikato,92.5,77.5
182600,Cambridge North,Waikato,97.5,87.5
182700,Cambridge West,Waikato,92.5,77.5
182800,Cambridge East,Waikato,92.5,77.5
182900,Cambridge Park-River Garden,Waikato,92.5,82.5
183000,Oaklands-St Kilda,Waikato,92.5,82.5
183100,Pukerimu,Waikato,92.5,77.5
183200,Cambridge Central,Waikato,92.5,77.5
183300,Te Awamutu North,Waikato,87.5,72.5
183400,Te Awamutu West,Waikato,87.5,72.5
183500,Leamington West,Waikato,87.5,77.5
183600,Goodfellow Park,Waikato,87.5,72.5
183700,Leamington South,Waikato,92.5,77.5
183800,Leamington Central,Waikato,87.5,72.5
183900,Leamington East,Waikato,92.5,77.5
184000,Te Awamutu Stadium,Waikato,92.5,77.5
184100,Te Awamutu Central,Waikato,87.5,77.5
184200,Pekerau,Waikato,92.5,77.5
184300,Fraser Street,Waikato,92.5,77.5
184400,Sherwin Park,Waikato,87.5,67.5
184500,St Leger,Waikato,82.5,72.5
184600,Rotoorangi,Waikato,87.5,67.5
184700,Tokanui,Waikato,77.5,57.5
184800,Kihikihi Central,Waikato,82.5,67.5
184900,Maungatautari,Waikato,87.5,72.5
185000,Rotongata,Waikato,82.5,62.5
185200,Pirongia Forest,Waikato,77.5,67.5
185300,Honikiwi,Waikato,82.5,62.5
185400,Te Kawa,Waikato,82.5,67.5
185500,Otorohanga,Waikato,82.5,62.5
185600,Maihiihi,Waikato,82.5,62.5
185700,Puniu,Waikato,77.5,62.5
185800,Tirau,Waikato,82.5,62.5
185900,Putararu Rural,Waikato,82.5,62.5
186000,Putararu,Waikato,82.5,62.5
186100,Kinleith,Waikato,82.5,62.5
186200,Paraonui,Waikato,87.5,67.5
186300,Parkdale,Waikato,77.5,62.5
186400,Matarawa,Waikato,77.5,57.5
186500,Stanley Park,Waikato,77.5,57.5
186600,Strathmore (South Waikato District),Waikato,72.5,57.5
186700,Tokoroa Central,Waikato,72.5,52.5
186800,Moananui,Waikato,77.5,57.5
187000,Herangi,Waikato,82.5,67.5
187100,Hangatiki,Waikato,82.5,67.5
187200,Aria,Waikato,82.5,62.5
187300,Te Kuiti West,Waikato,82.5,62.5
187400,Te Kuiti East,Waikato,77.5,57.5
187500,Waipa Valley,Waikato,87.5,67.5
187600,Tiroa,Waikato,77.5,52.5
187700,Marotiri,Lakes,77.5,57.5
187800,Ohakuri,Lakes,77.5,62.5
187900,Lake Taupo Bays,Lakes,77.5,67.5
188000,Mapara,Lakes,87.5,72.5
188200,Wairakei-Broadlands,Lakes,77.5,62.5
188300,Acacia Bay,Lakes,87.5,77.5
188400,Brentwood (Taupo District),Lakes,87.5,77.5
188500,Nukuhau-Rangatira Park,Lakes,82.5,72.5
188600,Taupo Central West,Lakes,82.5,67.5
188700,Tauhara,Lakes,72.5,52.5
188800,Taupo Central East,Lakes,77.5,62.5
188900,Mountview,Lakes,82.5,62.5
189000,Bird Area,Lakes,87.5,72.5
189100,Hilltop (Taupo District),Lakes,82.5,72.5
189200,Waipahihi,Lakes,87.5,77.5
189300,Richmond Heights,Lakes,82.5,67.5
189400,Wharewaka,Lakes,92.5,82.5
189600,Waitahanui,Lakes,72.5,57.5
189700,Turangi,Lakes,72.5,57.5
189800,Rangataiki,Lakes,87.5,72.5
189900,Taharua,Lakes,72.5,57.5
190100,Waiau,Bay of Plenty,77.5,62.5
190200,Waihi Beach-Bowentown,Bay of Plenty,87.5,77.5
190300,Tahawai,Bay of Plenty,77.5,67.5
190400,Athenree,Bay of Plenty,77.5,67.5
190500,Aongatete,Bay of Plenty,87.5,77.5
190600,Katikati,Bay of Plenty,87.5,72.5
190800,Matakana Island,Bay of Plenty,72.5,57.5
190900,Pahoia,Bay of Plenty,82.5,67.5
191000,Omokoroa,Bay of Plenty,87.5,77.5
191100,Omokoroa Rural,Bay of Plenty,87.5,72.5
191200,Te Puna,Bay of Plenty,82.5,67.5
191300,Minden,Bay of Plenty,82.5,67.5
191400,Kaimai,Bay of Plenty,77.5,57.5
191500,Kopurererua,Bay of Plenty,82.5,67.5
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,77.5,57.5
191700,Waiorohi,Bay of Plenty,77.5,62.5
191800,Otawa,Bay of Plenty,87.5,72.5
191900,Te Puke West,Bay of Plenty,87.5,67.5
192000,Rangiuru,Bay of Plenty,92.5,72.5
192100,Te Puke East,Bay of Plenty,87.5,72.5
192300,Maketu,Bay of Plenty,72.5,57.5
192400,Pukehina Beach,Bay of Plenty,82.5,67.5
192500,Pongakawa,Bay of Plenty,77.5,62.5
192600,Matua North,Bay of Plenty,92.5,82.5
192800,Mount Maunganui North,Bay of Plenty,87.5,72.5
192900,Matua South,Bay of Plenty,87.5,72.5
193000,Bethlehem North,Bay of Plenty,87.5,77.5
193100,Bellevue,Bay of Plenty,82.5,67.5
193200,Otumoetai North,Bay of Plenty,87.5,77.5
193300,Otumoetai South,Bay of Plenty,87.5,72.5
193400,Brookfield West,Bay of Plenty,82.5,67.5
193500,Bethlehem Central,Bay of Plenty,87.5,77.5
193600,Brookfield East,Bay of Plenty,82.5,67.5
193700,Mount Maunganui South,Bay of Plenty,92.5,77.5
193800,Tauranga Central,Bay of Plenty,87.5,77.5
193900,Mount Maunganui Central,Bay of Plenty,87.5,67.5
194000,Judea,Bay of Plenty,82.5,67.5
194100,Te Reti,Bay of Plenty,77.5,62.5
194200,Bethlehem South,Bay of Plenty,87.5,72.5
194300,Omanu Beach,Bay of Plenty,87.5,72.5
194400,Tauranga Hospital,Bay of Plenty,87.5,67.5
194500,Tauriko,Bay of Plenty,77.5,62.5
194600,Gate Pa,Bay of Plenty,77.5,62.5
194700,Greerton South,Bay of Plenty,82.5,67.5
194800,Tauranga South,Bay of Plenty,87.5,72.5
194900,Arataki North,Bay of Plenty,87.5,72.5
195000,Matapihi,Bay of Plenty,77.5,57.5
195100,Pyes Pa West,Bay of Plenty,92.5,77.5
195200,Greerton North,Bay of Plenty,82.5,67.5
195300,Yatton Park,Bay of Plenty,72.5,52.5
195400,Pyes Pa North,Bay of Plenty,87.5,77.5
195500,Arataki South,Bay of Plenty,82.5,67.5
195600,Pyes Pa South,Bay of Plenty,87.5,77.5
195700,Poike,Bay of Plenty,72.5,52.5
195800,Te Maunga North,Bay of Plenty,82.5,67.5
195900,Maungatapu,Bay of Plenty,87.5,72.5
196000,Hairini,Bay of Plenty,82.5,67.5
196100,Pyes Pa East,Bay of Plenty,77.5,62.5
196200,Te Maunga South,Bay of Plenty,92.5,77.5
196300,Kaitemako (Tauranga City),Bay of Plenty,82.5,62.5
196400,Ohauiti,Bay of Plenty,87.5,72.5
196500,Baypark-Kairua,Bay of Plenty,77.5,62.5
196600,Welcome Bay West,Bay of Plenty,72.5,57.5
196700,Welcome Bay East,Bay of Plenty,77.5,62.5
196800,Pacific View,Bay of Plenty,87.5,72.5
196900,Welcome Bay South,Bay of Plenty,82.5,67.5
197000,Palm Beach North,Bay of Plenty,82.5,62.5
197100,Palm Beach South-Gravatt,Bay of Plenty,87.5,77.5
197200,Papamoa Beach North,Bay of Plenty,82.5,67.5
197300,Doncaster,Bay of Plenty,82.5,72.5
197400,Papamoa Beach South,Bay of Plenty,82.5,67.5
197500,Motiti,Bay of Plenty,87.5,72.5
197600,Wairakei ,Bay of Plenty,87.5,72.5
197700,Tui Ridge,Lakes,87.5,72.5
197800,Arahiwi,Lakes,72.5,57.5
197900,Ngongotaha Valley,Lakes,77.5,62.5
198000,Hamurana,Lakes,92.5,77.5
198100,Ngongotaha East,Lakes,77.5,62.5
198200,Ngongotaha West,Lakes,82.5,67.5
198400,Ngongotaha South,Lakes,77.5,67.5
198500,Selwyn Heights,Lakes,77.5,57.5
198600,Pleasant Heights,Lakes,72.5,52.5
198700,Rotoiti-Rotoehu,Lakes,72.5,62.5
198800,Kawaha,Lakes,82.5,72.5
198900,Fairy Springs,Lakes,77.5,62.5
199000,Western Heights (Rotorua District),Lakes,67.5,47.5
199100,Pukehangi North,Lakes,67.5,52.5
199200,Pukehangi South,Lakes,87.5,72.5
199300,Mangakakahi Central,Lakes,62.5,57.5
199400,Koutu,Lakes,72.5,57.5
199500,Mangakakahi West,Lakes,77.5,57.5
199600,Sunnybrook,Lakes,82.5,72.5
199700,Fordlands,Lakes,62.5,47.5
199800,Kuirau,Lakes,77.5,62.5
199900,Utuhina,Lakes,87.5,72.5
200000,Pomare,Lakes,87.5,77.5
200100,Rotorua Central,Lakes,87.5,67.5
200200,Hillcrest (Rotorua District),Lakes,82.5,62.5
200300,Victoria,Lakes,92.5,77.5
200400,Waiohewa,Lakes,87.5,72.5
200500,Glenholme North,Lakes,82.5,67.5
200600,Springfield South,Lakes,87.5,77.5
200700,Springfield North,Lakes,92.5,82.5
200800,Glenholme South,Lakes,87.5,77.5
200900,Owhata West,Lakes,77.5,62.5
201000,Holdens Bay-Rotokawa,Lakes,82.5,62.5
201100,Ngapuna,Lakes,72.5,52.5
201200,Fenton Park,Lakes,87.5,77.5
201300,Tihiotonga-Whakarewarewa,Lakes,87.5,72.5
201400,Owhata East,Lakes,82.5,67.5
201500,Lynmore,Lakes,92.5,82.5
201600,Ngakuru,Lakes,77.5,57.5
201700,Kaingaroa-Whakarewarewa,Lakes,77.5,62.5
201800,Golden Springs,Lakes,72.5,52.5
201900,Manawahe,Bay of Plenty,77.5,62.5
202000,Matata-Otakiri,Bay of Plenty,77.5,62.5
202100,Onepu Spring,Bay of Plenty,77.5,62.5
202200,Edgecumbe,Bay of Plenty,77.5,57.5
202300,Thornton-Awakeri,Bay of Plenty,77.5,62.5
202400,Te Teko Lakes,Bay of Plenty,62.5,42.5
202500,Coastlands,Bay of Plenty,82.5,67.5
202600,Whakatane West,Bay of Plenty,72.5,57.5
202700,Whakatane Central,Bay of Plenty,77.5,67.5
202800,Trident,Bay of Plenty,72.5,57.5
202900,Allandale,Bay of Plenty,77.5,67.5
203000,Mokorua Bush,Bay of Plenty,87.5,77.5
203100,Wainui ,Bay of Plenty,67.5,52.5
203200,Ohope,Bay of Plenty,87.5,82.5
203400,Galatea,Bay of Plenty,62.5,42.5
203500,Waingarara-Waimana,Bay of Plenty,62.5,42.5
203600,Murupara,Bay of Plenty,47.5,32.5
203700,Monika Reserve,Bay of Plenty,72.5,57.5
203800,Kawerau Industrial,Bay of Plenty,37.5,22.5
203900,Tarawera Park,Bay of Plenty,67.5,47.5
204100,Waiotahi,Bay of Plenty,77.5,67.5
204200,Cape Runaway,Bay of Plenty,87.5,72.5
204300,Woodlands,Bay of Plenty,82.5,72.5
204400,Opotiki,Bay of Plenty,67.5,47.5
204500,Otara-Tirohanga ,Bay of Plenty,72.5,62.5
204600,Oponae,Bay of Plenty,62.5,47.5
204700,East Cape,Tairawhiti,72.5,57.5
204800,Waipaoa,Tairawhiti,72.5,52.5
204900,Ruatoria-Raukumara,Tairawhiti,67.5,52.5
205000,Tokomaru,Tairawhiti,77.5,62.5
205100,Hangaroa,Tairawhiti,82.5,67.5
205200,Wharekaka,Tairawhiti,77.5,62.5
205300,Te Arai,Tairawhiti,77.5,62.5
205400,Hexton,Tairawhiti,87.5,77.5
205500,Lytton,Tairawhiti,87.5,82.5
205600,Makaraka-Awapuni,Tairawhiti,77.5,67.5
205700,Riverdale,Tairawhiti,82.5,72.5
205800,Te Hapara North,Tairawhiti,82.5,72.5
205900,Mangapapa North,Tairawhiti,82.5,62.5
206000,Elgin,Tairawhiti,67.5,52.5
206100,Te Hapara South,Tairawhiti,77.5,62.5
206200,Mangapapa East,Tairawhiti,82.5,67.5
206300,Mangapapa South,Tairawhiti,77.5,62.5
206400,Te Hapara East,Tairawhiti,82.5,67.5
206500,Centennial Crescent,Tairawhiti,77.5,62.5
206600,Whataupoko East,Tairawhiti,92.5,77.5
206700,Whataupoko West,Tairawhiti,87.5,77.5
206800,Gisborne Central,Tairawhiti,87.5,72.5
206900,Kaiti North,Tairawhiti,82.5,72.5
207000,Kaiti South,Tairawhiti,72.5,57.5
207100,Outer Kaiti,Tairawhiti,62.5,42.5
207200,Tamarau,Tairawhiti,72.5,52.5
207300,Wainui-Okitu,Tairawhiti,87.5,77.5
207400,Maungataniwha-Raupunga,Hawke's Bay,72.5,57.5
207600,Frasertown-Ruakituri,Hawke's Bay,82.5,72.5
207700,Whakaki,Hawke's Bay,82.5,72.5
207800,Wairoa,Hawke's Bay,72.5,62.5
207900,Mahia,Hawke's Bay,77.5,67.5
208000,Puketitiri-Tutira,Hawke's Bay,77.5,62.5
208100,Sherenden-Crownthorpe,Hawke's Bay,87.5,72.5
208200,Maraekakaho,Hawke's Bay,87.5,77.5
208300,Puketapu-Eskdale,Hawke's Bay,87.5,77.5
208400,Omahu-Pakowhai,Hawke's Bay,87.5,67.5
208500,Bridge Pa,Hawke's Bay,82.5,67.5
208600,Twyford,Hawke's Bay,97.5,87.5
208700,Poukawa,Hawke's Bay,82.5,72.5
208800,Flaxmere West,Hawke's Bay,67.5,47.5
208900,Omahu Strip,Hawke's Bay,97.5,82.5
209000,Lochain Park,Hawke's Bay,67.5,47.5
209100,Flaxmere Park,Hawke's Bay,77.5,62.5
209200,Flaxmere South,Hawke's Bay,67.5,52.5
209300,Irongate,Hawke's Bay,97.5,97.5
209400,Frimley,Hawke's Bay,97.5,87.5
209500,Camberley,Hawke's Bay,72.5,57.5
209600,Clive,Hawke's Bay,87.5,77.5
209700,St Leonards,Hawke's Bay,82.5,67.5
209800,Mahora,Hawke's Bay,82.5,72.5
209900,Raureka,Hawke's Bay,82.5,67.5
210000,Cornwall Park,Hawke's Bay,82.5,67.5
210100,Tomoana,Hawke's Bay,87.5,72.5
210200,Longlands-Pukahu,Hawke's Bay,87.5,77.5
210300,Raceway Park,Hawke's Bay,92.5,77.5
210400,Karamu,Hawke's Bay,92.5,77.5
210500,Hastings Central,Hawke's Bay,87.5,72.5
210600,Tomoana Crossing,Hawke's Bay,82.5,72.5
210700,Akina Park,Hawke's Bay,82.5,67.5
210800,Queens Square,Hawke's Bay,87.5,72.5
210900,Mayfair,Hawke's Bay,77.5,62.5
211000,Parkhaven,Hawke's Bay,82.5,67.5
211100,Parkvale,Hawke's Bay,87.5,77.5
211200,Mangateretere,Hawke's Bay,92.5,82.5
211300,Haumoana-Te Awanga,Hawke's Bay,82.5,67.5
211400,Lucknow,Hawke's Bay,82.5,62.5
211500,Karanema-St Hill,Hawke's Bay,87.5,82.5
211600,Havelock North-Central,Hawke's Bay,92.5,82.5
211700,Brookvale,Hawke's Bay,92.5,87.5
211800,Iona,Hawke's Bay,87.5,77.5
211900,Hereworth,Hawke's Bay,92.5,82.5
212000,Te Mata Hills,Hawke's Bay,92.5,87.5
212100,Havelock Hills,Hawke's Bay,92.5,87.5
212200,Kahuranaki,Hawke's Bay,82.5,67.5
212300,Bay View,Hawke's Bay,87.5,77.5
