sa2_code,sa2_name,dhb,dose1_uptake_perc,dose2_uptake_perc
212400,Poraiti Hills,Hawke's Bay,87.5,77.5
212500,Poraiti Flat,Hawke's Bay,97.5,92.5
212600,Westshore,Hawke's Bay,87.5,77.5
212800,Onekawa West,Hawke's Bay,82.5,67.5
212900,Ahuriri,Hawke's Bay,82.5,72.5
213000,Taradale West,Hawke's Bay,92.5,82.5
213100,Greenmeadows West,Hawke's Bay,92.5,87.5
213200,Taradale South,Hawke's Bay,92.5,82.5
213300,Bluff Hill,Hawke's Bay,87.5,77.5
213400,Hospital Hill,Hawke's Bay,87.5,77.5
213500,Tamatea West,Hawke's Bay,82.5,72.5
213600,Tamatea North,Hawke's Bay,77.5,62.5
213700,Taradale Central,Hawke's Bay,92.5,82.5
213800,Tamatea East,Hawke's Bay,82.5,67.5
213900,Marewa West,Hawke's Bay,87.5,77.5
214000,Greenmeadows Central,Hawke's Bay,92.5,82.5
214100,Onekawa Central,Hawke's Bay,87.5,77.5
214200,Pirimai West,Hawke's Bay,82.5,67.5
214300,Napier Central,Hawke's Bay,82.5,62.5
214400,Greenmeadows South,Hawke's Bay,87.5,72.5
214500,Nelson Park,Hawke's Bay,82.5,67.5
214600,Bledisloe Park,Hawke's Bay,92.5,77.5
214700,Pirimai East,Hawke's Bay,82.5,67.5
214800,Onekawa East,Hawke's Bay,77.5,57.5
214900,Tareha Reserve,Hawke's Bay,87.5,77.5
215000,Marewa East,Hawke's Bay,72.5,57.5
215100,Onekawa South,Hawke's Bay,77.5,57.5
215200,McLean Park,Hawke's Bay,87.5,72.5
215300,Maraenui,Hawke's Bay,67.5,47.5
215400,Meeanee-Awatoto,Hawke's Bay,87.5,77.5
215500,Mangaonuku,Hawke's Bay,92.5,77.5
215600,Makaretu,Hawke's Bay,82.5,72.5
215700,Waipawa,Hawke's Bay,82.5,67.5
215800,Waipukurau West,Hawke's Bay,82.5,72.5
215900,Mangarara,Hawke's Bay,87.5,72.5
216000,Waipukurau East,Hawke's Bay,82.5,72.5
216100,Taurekaitai,Hawke's Bay,82.5,72.5
216200,Port Taranaki,Taranaki,52.5,17.5
216300,Spotswood,Taranaki,77.5,62.5
216400,Omata,Taranaki,92.5,77.5
216500,Oakura,Taranaki,92.5,77.5
216600,Moturoa,Taranaki,87.5,67.5
216700,Kaitake,Taranaki,77.5,62.5
216800,Blagdon-Lynmouth,Taranaki,82.5,67.5
216900,Kawaroa,Taranaki,87.5,72.5
217000,New Plymouth Central,Taranaki,92.5,72.5
217100,Marfell,Taranaki,72.5,57.5
217200,Whalers Gate,Taranaki,92.5,77.5
217300,Strandon,Taranaki,87.5,77.5
217400,Westown ,Taranaki,82.5,67.5
217500,Bell Block West,Taranaki,87.5,67.5
217600,Bell Block East,Taranaki,87.5,72.5
217700,Waiwhakaiho-Bell Block South,Taranaki,67.5,52.5
217800,Lower Vogeltown,Taranaki,87.5,72.5
217900,Hurdon,Taranaki,87.5,72.5
218000,Frankleigh Park,Taranaki,87.5,72.5
218100,Merrilands,Taranaki,87.5,67.5
218200,Ferndale,Taranaki,92.5,77.5
218300,Welbourn,Taranaki,87.5,72.5
218400,Fitzroy-Glen Avon,Taranaki,87.5,72.5
218500,Waitara West,Taranaki,72.5,52.5
218600,Upper Vogeltown,Taranaki,87.5,72.5
218700,Highlands Park (New Plymouth District),Taranaki,92.5,77.5
218800,Paraite,Taranaki,87.5,67.5
218900,Waitara East,Taranaki,77.5,57.5
219000,Lepperton-Brixton,Taranaki,87.5,62.5
219100,Mangorei,Taranaki,82.5,67.5
219200,Mount Messenger,Taranaki,77.5,57.5
219300,Mangaoraka,Taranaki,82.5,62.5
219400,Tikorangi,Taranaki,77.5,62.5
219500,Everett Park,Taranaki,82.5,62.5
219600,Inglewood,Taranaki,82.5,67.5
219700,Tarata,Taranaki,82.5,57.5
219800,Pembroke,Taranaki,77.5,57.5
219900,Douglas,Taranaki,72.5,47.5
220000,Toko,Taranaki,82.5,62.5
220100,Stratford North,Taranaki,82.5,67.5
220200,Whangamomona,Taranaki,67.5,37.5
220300,Stratford Central,Taranaki,82.5,67.5
220400,Stratford South,Taranaki,82.5,62.5
220500,Cape Egmont,Taranaki,72.5,47.5
220600,Taungatara,Taranaki,77.5,57.5
220700,Opunake,Taranaki,77.5,67.5
220800,Kaponga-Mangatoki,Taranaki,77.5,52.5
220900,Manaia-Kapuni,Taranaki,77.5,57.5
221000,Eltham,Taranaki,77.5,57.5
221100,Okaiawa,Taranaki,82.5,62.5
221200,Te Roti-Moeroa,Taranaki,82.5,62.5
221300,Egmont Showgrounds,Taranaki,92.5,77.5
221400,Normanby-Tawhiti,Taranaki,82.5,62.5
221500,Ohangai,Taranaki,82.5,62.5
221600,Turuturu,Taranaki,87.5,67.5
221700,King Edward Park,Taranaki,87.5,72.5
221800,Ramanui,Taranaki,82.5,67.5
221900,Hawera Central,Taranaki,87.5,67.5
222000,Mangawhio,Taranaki,77.5,62.5
222100,Manutahi-Waitotora,Taranaki,82.5,67.5
222200,Patea,Taranaki,77.5,62.5
222300,Otangiwai-Ohura,Waikato,72.5,52.5
222400,Ngapuke,Waikato,72.5,57.5
222500,Taumarunui North,Waikato,77.5,62.5
222600,Taumarunui Central,Waikato,77.5,62.5
222700,Taumarunui East,Waikato,67.5,47.5
222800,National Park,Waikato,87.5,67.5
222900,Tangiwai,Whanganui,72.5,62.5
223000,Raetihi,Whanganui,62.5,42.5
223100,Ohakune,Whanganui,82.5,67.5
223200,Waiouru,Whanganui,82.5,72.5
223300,Upper Whanganui,Whanganui,77.5,62.5
223400,Mowhanau,Whanganui,82.5,67.5
223500,Brunswick-Papaiti,Whanganui,87.5,82.5
223600,Castlecliff West,Whanganui,72.5,62.5
223700,Otamatea (Whanganui District),Whanganui,87.5,82.5
223800,Castlecliff East,Whanganui,67.5,52.5
223900,Springvale North,Whanganui,82.5,77.5
224000,Lower Aramoho,Whanganui,77.5,62.5
224100,St Johns Hill East,Whanganui,92.5,87.5
224200,St Johns Hill West,Whanganui,87.5,82.5
224300,Titoki,Whanganui,77.5,62.5
224400,Springvale West,Whanganui,87.5,77.5
224500,Springvale East,Whanganui,87.5,82.5
224600,Upper Aramoho,Whanganui,77.5,67.5
224700,Balgownie,Whanganui,72.5,57.5
224800,Laird Park,Whanganui,77.5,62.5
224900,Wembley Park,Whanganui,72.5,57.5
225000,College Estate,Whanganui,87.5,72.5
225100,Whanganui East-Williams Domain,Whanganui,77.5,67.5
225200,Gonville West,Whanganui,62.5,52.5
225300,Gonville North,Whanganui,77.5,62.5
225400,Cornmarket,Whanganui,82.5,72.5
225500,Whanganui East-Riverlands,Whanganui,82.5,67.5
225600,Kaitoke-Fordell,Whanganui,82.5,67.5
225700,Whanganui Central,Whanganui,82.5,72.5
225800,Gonville South,Whanganui,77.5,62.5
225900,Bastia-Durie Hill,Whanganui,82.5,72.5
226000,Putiki,Whanganui,82.5,72.5
226100,Mokai Patea,Whanganui,87.5,72.5
226200,Ngamatea,Whanganui,72.5,42.5
226300,Turakina,Whanganui,82.5,67.5
226400,Otairi,Whanganui,82.5,67.5
226500,Taihape,Whanganui,77.5,62.5
226600,Marton Rural,Whanganui,87.5,77.5
226700,Marton North,Whanganui,87.5,72.5
226800,Parewanui,Whanganui,82.5,67.5
226900,Marton South,Whanganui,77.5,62.5
227000,Bulls,Whanganui,82.5,72.5
227100,Kiwitea,MidCentral,82.5,62.5
227200,Tokorangi,MidCentral,87.5,72.5
227300,Ohakea-Sanson,MidCentral,87.5,72.5
227400,Oroua Downs,MidCentral,82.5,72.5
227500,Awahuri,MidCentral,87.5,72.5
227600,Pohangina-Apiti,MidCentral,82.5,67.5
227700,Mount Taylor,MidCentral,92.5,87.5
227800,Taikorea,MidCentral,87.5,67.5
227900,Makino,MidCentral,87.5,72.5
228000,Sandon,MidCentral,87.5,77.5
228100,Kimbolton North,MidCentral,87.5,77.5
228200,Warwick,MidCentral,87.5,77.5
228300,Kimbolton West,MidCentral,87.5,72.5
228400,Feilding Central,MidCentral,82.5,67.5
228500,Kimbolton South,MidCentral,82.5,72.5
228600,Kauwhata,MidCentral,87.5,72.5
228700,Taonui,MidCentral,87.5,72.5
228800,Newbury,MidCentral,82.5,67.5
228900,Palmerston North Airport,MidCentral,92.5,82.5
229000,Milson North,MidCentral,92.5,77.5
229100,Cloverlea (Palmerston North City),MidCentral,87.5,72.5
229200,Tremaine,MidCentral,77.5,62.5
229300,Milson South,MidCentral,87.5,72.5
229400,Whakarongo,MidCentral,92.5,77.5
229500,Westbrook,MidCentral,82.5,62.5
229600,Takaro North,MidCentral,87.5,72.5
229700,Pioneer West,MidCentral,82.5,72.5
229800,Palmerston North Hospital,MidCentral,92.5,82.5
229900,Highbury East,MidCentral,77.5,57.5
230000,Park West,MidCentral,87.5,77.5
230100,Takaro South,MidCentral,87.5,72.5
230200,Roslyn (Palmerston North City),MidCentral,82.5,67.5
230300,Kelvin Grove West,MidCentral,87.5,67.5
230400,Kelvin Grove North,MidCentral,92.5,82.5
230500,Papaioea North,MidCentral,87.5,77.5
230600,Palmerston North Central,MidCentral,82.5,67.5
230700,Awapuni North ,MidCentral,87.5,67.5
230800,Terrace End,MidCentral,82.5,67.5
230900,Maraetarata,MidCentral,92.5,77.5
231000,Papaioea South,MidCentral,92.5,77.5
231100,Royal Oak (Palmerston North City),MidCentral,97.5,82.5
231200,West End,MidCentral,92.5,72.5
231300,Awapuni South ,MidCentral,92.5,77.5
231400,Milverton,MidCentral,97.5,82.5
231500,Ruamahanga,MidCentral,87.5,77.5
231600,Esplanade,MidCentral,92.5,77.5
231700,Hokowhitu Central,MidCentral,97.5,87.5
231800,Hokowhitu East,MidCentral,92.5,82.5
231900,Turitea,MidCentral,97.5,87.5
232000,Ruahine,MidCentral,92.5,87.5
232100,Linton Camp,MidCentral,97.5,97.5
232200,Ashhurst,MidCentral,87.5,77.5
232300,Hokowhitu South,MidCentral,87.5,77.5
232400,Aokautere,MidCentral,92.5,82.5
232500,Pihauatua,MidCentral,92.5,82.5
232600,Aokautere Rural,MidCentral,87.5,82.5
232700,Poutoa,MidCentral,97.5,87.5
232800,Norsewood,MidCentral,82.5,67.5
232900,Papatawa,MidCentral,82.5,72.5
233000,Mangatainoka,MidCentral,82.5,67.5
233100,Woodville,MidCentral,77.5,62.5
233200,Dannevirke West,MidCentral,82.5,72.5
233300,Dannevirke East,MidCentral,82.5,67.5
233400,Waitahora,MidCentral,82.5,67.5
233500,Kaitawa,MidCentral,77.5,52.5
233600,Pahiatua,MidCentral,82.5,67.5
233700,Nireaha-Eketahuna,MidCentral,77.5,62.5
233800,Owhanga,MidCentral,72.5,62.5
233900,Mara,MidCentral,52.5,27.5
234000,Kere Kere,MidCentral,87.5,72.5
234100,Foxton Beach,MidCentral,87.5,77.5
234200,Foxton North,MidCentral,72.5,57.5
234300,Foxton South,MidCentral,77.5,62.5
234400,Waitarere,MidCentral,82.5,72.5
234500,Waikawa (Horowhenua District),MidCentral,82.5,67.5
234600,Miranui,MidCentral,87.5,72.5
234700,Donnelly Park,MidCentral,82.5,67.5
234800,Ohau-Manakau,MidCentral,87.5,77.5
234900,Kawiu South,MidCentral,82.5,72.5
235000,Makomako,MidCentral,77.5,62.5
235100,Kawiu North,MidCentral,87.5,72.5
235200,Levin Central,MidCentral,82.5,67.5
235300,Tararua,MidCentral,82.5,67.5
235400,Shannon,MidCentral,72.5,52.5
235500,Queenwood (Horowhenua District),MidCentral,82.5,67.5
235600,Playford Park,MidCentral,77.5,62.5
235700,Fairfield (Horowhenua District),MidCentral,82.5,72.5
235800,Taitoko,MidCentral,72.5,57.5
235900,Waiopehu,MidCentral,82.5,67.5
236000,Makahika,MidCentral,82.5,72.5
236100,Kimberley,MidCentral,82.5,67.5
236300,Otaki Beach,MidCentral,77.5,62.5
236400,Forest Lakes (Kapiti Coast District),MidCentral,82.5,72.5
236500,Otaki,MidCentral,82.5,67.5
236600,Te Horo,MidCentral,82.5,72.5
236700,Waitohu,MidCentral,82.5,72.5
236800,Waikanae Beach,Capital and Coast,87.5,82.5
236900,Peka Peka,Capital and Coast,92.5,82.5
237000,Paraparaumu Beach North,Capital and Coast,87.5,77.5
237100,Paraparaumu Beach West,Capital and Coast,87.5,82.5
237200,Waikanae Park,Capital and Coast,87.5,82.5
237300,Paraparaumu Beach East,Capital and Coast,92.5,82.5
237400,Otaihanga,Capital and Coast,87.5,77.5
237500,Paraparaumu North,Capital and Coast,87.5,82.5
237600,Waikanae West,Capital and Coast,87.5,82.5
237700,Otaki Forks,MidCentral,87.5,77.5
237800,Paraparaumu Central,Capital and Coast,87.5,77.5
237900,Maungakotukutuku,Capital and Coast,87.5,77.5
238000,Raumati Beach West,Capital and Coast,92.5,82.5
238100,Waikanae East,Capital and Coast,87.5,82.5
238200,Tararua Forest Park ,Capital and Coast,7.5,7.5
238300,Raumati Beach East,Capital and Coast,87.5,77.5
238400,Paraparaumu East,Capital and Coast,82.5,67.5
238500,Raumati South,Capital and Coast,87.5,77.5
238600,Paekakariki,Capital and Coast,87.5,77.5
238800,Pukerua Bay,Capital and Coast,92.5,77.5
238900,Paekakariki Hill,Capital and Coast,92.5,87.5
239000,Plimmerton,Capital and Coast,92.5,82.5
239100,Titahi Bay North,Capital and Coast,87.5,72.5
239200,Titahi Bay South,Capital and Coast,82.5,72.5
239300,Elsdon-Takapuwahia,Capital and Coast,82.5,67.5
239400,Pauatahanui,Capital and Coast,92.5,82.5
239500,Onepoto,Capital and Coast,87.5,77.5
239600,Camborne,Capital and Coast,92.5,82.5
239800,Paremata,Capital and Coast,92.5,87.5
239900,Porirua Central,Capital and Coast,92.5,77.5
240000,Papakowhai,Capital and Coast,92.5,82.5
240100,Aotea,Capital and Coast,97.5,87.5
240200,Postgate,Capital and Coast,92.5,77.5
240300,Ascot Park,Capital and Coast,82.5,67.5
240400,Whitby,Capital and Coast,92.5,82.5
240500,Porirua East,Capital and Coast,77.5,62.5
240600,Endeavour,Capital and Coast,92.5,87.5
240700,Cannons Creek North,Capital and Coast,77.5,57.5
240800,Waitangirua,Capital and Coast,72.5,57.5
240900,Ranui Heights ,Capital and Coast,87.5,77.5
241000,Cannons Creek East,Capital and Coast,77.5,62.5
241100,Cannons Creek South,Capital and Coast,77.5,57.5
241200,Akatarawa,Hutt Valley,87.5,72.5
241300,Riverstone Terraces,Hutt Valley,92.5,82.5
241400,Heretaunga,Hutt Valley,92.5,77.5
241500,Birchville-Brown Owl,Hutt Valley,87.5,72.5
241600,Poets Block,Hutt Valley,87.5,72.5
241700,Brentwood (Upper Hutt City),Hutt Valley,87.5,72.5
241800,Silverstream (Upper Hutt City),Hutt Valley,92.5,82.5
241900,Elderslea,Hutt Valley,87.5,72.5
242000,Trentham North,Hutt Valley,87.5,72.5
242100,Totara Park,Hutt Valley,87.5,72.5
242200,Trentham South,Hutt Valley,92.5,82.5
242300,Mangaroa,Hutt Valley,92.5,77.5
242400,Ebdentown,Hutt Valley,87.5,77.5
242500,Wallaceville,Hutt Valley,87.5,72.5
242600,Maoribank,Hutt Valley,87.5,67.5
242700,Te Marua,Hutt Valley,87.5,72.5
242800,Pinehaven,Hutt Valley,92.5,77.5
242900,Clouston Park,Hutt Valley,87.5,72.5
243000,Upper Hutt Central,Hutt Valley,92.5,72.5
243100,Belmont Park,Hutt Valley,92.5,77.5
243200,Maungaraki,Hutt Valley,92.5,82.5
243300,Korokoro,Hutt Valley,92.5,82.5
243400,Kelson,Hutt Valley,92.5,82.5
243500,Normandale,Hutt Valley,97.5,87.5
243600,Belmont (Lower Hutt City),Hutt Valley,92.5,77.5
243700,Petone Central,Hutt Valley,97.5,82.5
243800,Tirohanga,Hutt Valley,87.5,77.5
243900,Manor Park,Hutt Valley,92.5,77.5
244000,Alicetown-Melling,Hutt Valley,92.5,82.5
244100,Taita North,Hutt Valley,82.5,67.5
244200,Boulcott,Hutt Valley,92.5,82.5
244300,Hutt Central North,Hutt Valley,92.5,77.5
244400,Avalon West,Hutt Valley,92.5,82.5
244500,Stokes Valley Central,Hutt Valley,82.5,67.5
244600,Taita South,Hutt Valley,77.5,62.5
244700,Petone East,Hutt Valley,92.5,82.5
244800,Hutt Central South,Hutt Valley,92.5,87.5
244900,Stokes Valley North,Hutt Valley,87.5,72.5
245000,Petone Esplanade,Hutt Valley,92.5,82.5
245100,Epuni West,Hutt Valley,92.5,82.5
245200,Avalon East,Hutt Valley,87.5,72.5
245300,Woburn,Hutt Valley,92.5,82.5
245400,Naenae Central,Hutt Valley,82.5,67.5
245500,Waterloo West,Hutt Valley,92.5,82.5
245600,Epuni East,Hutt Valley,92.5,77.5
245700,Gracefield,Hutt Valley,87.5,72.5
245800,Moera,Hutt Valley,87.5,72.5
245900,Delaney,Hutt Valley,77.5,57.5
246000,Waiwhetu,Hutt Valley,92.5,77.5
246100,Waterloo East,Hutt Valley,92.5,77.5
246200,Naenae North,Hutt Valley,82.5,62.5
246300,Manuka,Hutt Valley,87.5,77.5
246400,Naenae South,Hutt Valley,77.5,62.5
246600,Arakura,Hutt Valley,82.5,67.5
246700,Eastern Bays ,Hutt Valley,92.5,87.5
246800,Pencarrow,Hutt Valley,82.5,67.5
246900,Wainuiomata West,Hutt Valley,87.5,72.5
247000,Glendale,Hutt Valley,82.5,67.5
247100,Wainuiomata Central,Hutt Valley,82.5,72.5
247200,Eastbourne,Hutt Valley,97.5,87.5
247300,Homedale East,Hutt Valley,82.5,72.5
247400,Homedale West,Hutt Valley,82.5,67.5
247500,Makara-Ohariu,Capital and Coast,92.5,77.5
247600,Tawa North,Capital and Coast,92.5,82.5
247700,Linden,Capital and Coast,87.5,77.5
247800,Tawa South,Capital and Coast,92.5,87.5
247900,Tawa Central,Capital and Coast,92.5,82.5
248000,Grenada North,Capital and Coast,92.5,82.5
248100,Churton Park North,Capital and Coast,92.5,87.5
248200,Takapu-Horokiwi,Capital and Coast,87.5,77.5
248300,Churton Park South,Capital and Coast,97.5,87.5
248400,Johnsonville West,Capital and Coast,97.5,82.5
248500,Grenada Village,Capital and Coast,97.5,87.5
248600,Johnsonville North,Capital and Coast,97.5,87.5
248700,Paparangi,Capital and Coast,97.5,82.5
248800,Ngaio North,Capital and Coast,97.5,92.5
248900,Johnsonville Central,Capital and Coast,92.5,82.5
249000,Broadmeadows,Capital and Coast,97.5,87.5
249100,Crofton Downs,Capital and Coast,97.5,87.5
249200,Johnsonville South,Capital and Coast,92.5,82.5
249300,Khandallah Reserve,Capital and Coast,97.5,92.5
249400,Karori Park,Capital and Coast,92.5,82.5
249500,Newlands North,Capital and Coast,92.5,82.5
249600,Ngaio South,Capital and Coast,97.5,92.5
249700,Newlands South,Capital and Coast,92.5,82.5
249800,Woodridge,Capital and Coast,97.5,87.5
249900,Karori North,Capital and Coast,97.5,92.5
250000,Khandallah North,Capital and Coast,97.5,92.5
250100,Wilton,Capital and Coast,92.5,82.5
250200,Khandallah South,Capital and Coast,97.5,92.5
250300,Wadestown,Capital and Coast,97.5,87.5
250400,Karori South,Capital and Coast,97.5,87.5
250500,Onslow,Capital and Coast,97.5,92.5
250600,Karori East,Capital and Coast,97.5,87.5
250700,Pipitea-Kaiwharawhara,Capital and Coast,92.5,82.5
250800,Northland (Wellington City),Capital and Coast,97.5,87.5
250900,Thorndon,Capital and Coast,97.5,87.5
251000,Wellington Botanic Gardens,Capital and Coast,97.5,87.5
251100,Kelburn,Capital and Coast,97.5,87.5
251200,Aro Valley,Capital and Coast,97.5,82.5
251300,Wellington University,Capital and Coast,92.5,82.5
251400,Wellington Central,Capital and Coast,97.5,82.5
251500,Brooklyn North,Capital and Coast,97.5,87.5
251600,Dixon Street,Capital and Coast,97.5,82.5
251700,Vivian West,Capital and Coast,97.5,82.5
251800,Courtenay,Capital and Coast,92.5,82.5
251900,Brooklyn East,Capital and Coast,97.5,87.5
252000,Mount Cook West,Capital and Coast,92.5,77.5
252100,Vivian East,Capital and Coast,97.5,87.5
252200,Brooklyn South,Capital and Coast,97.5,82.5
252300,Oriental Bay,Capital and Coast,97.5,87.5
252400,Mount Cook East,Capital and Coast,97.5,77.5
252500,Mount Victoria,Capital and Coast,97.5,82.5
252600,Roseneath ,Capital and Coast,92.5,82.5
252700,Owhiro Bay,Capital and Coast,92.5,82.5
252800,Kingston-Mornington-Vogeltown,Capital and Coast,92.5,82.5
252900,Newtown North,Capital and Coast,92.5,77.5
253000,Newtown West,Capital and Coast,97.5,82.5
253100,Hataitai North,Capital and Coast,97.5,87.5
253200,Evans Bay,Capital and Coast,97.5,82.5
253300,Berhampore,Capital and Coast,92.5,77.5
253400,Hataitai South,Capital and Coast,97.5,87.5
253500,Maupuia,Capital and Coast,92.5,77.5
253600,Newtown South,Capital and Coast,92.5,77.5
253700,Kilbirnie Central,Capital and Coast,92.5,77.5
253800,Island Bay West,Capital and Coast,97.5,87.5
253900,Melrose,Capital and Coast,92.5,82.5
254000,Island Bay East,Capital and Coast,97.5,82.5
254100,Miramar North,Capital and Coast,92.5,77.5
254200,Kilbirnie East,Capital and Coast,92.5,77.5
254300,Lyall Bay,Capital and Coast,92.5,82.5
254400,Miramar Central,Capital and Coast,92.5,82.5
254500,Southgate,Capital and Coast,92.5,82.5
254600,Karaka Bay-Worser Bay,Capital and Coast,97.5,87.5
254700,Houghton Bay,Capital and Coast,92.5,82.5
254800,Miramar East,Capital and Coast,97.5,82.5
254900,Miramar South,Capital and Coast,92.5,82.5
255000,Rongotai,Capital and Coast,87.5,57.5
255100,Strathmore (Wellington City),Capital and Coast,87.5,77.5
255200,Seatoun,Capital and Coast,97.5,92.5
255300,Kopuaranga,Wairarapa,87.5,72.5
255400,Upper Plain,Wairarapa,87.5,77.5
255500,Opaki,Wairarapa,97.5,87.5
255600,Ngaumutawa,Wairarapa,82.5,72.5
255700,Solway North,Wairarapa,82.5,67.5
255800,Lansdowne West,Wairarapa,87.5,72.5
255900,Masterton Central,Wairarapa,77.5,67.5
256000,Kuripuni,Wairarapa,87.5,77.5
256100,Douglas Park,Wairarapa,82.5,72.5
256200,Solway South,Wairarapa,82.5,67.5
256300,Lansdowne East,Wairarapa,87.5,72.5
256400,Cameron and Soldiers Park,Wairarapa,82.5,67.5
256500,Whareama,Wairarapa,82.5,72.5
256600,Homebush-Te Ore Ore,Wairarapa,87.5,72.5
256700,McJorrow Park,Wairarapa,67.5,52.5
256800,Mount Holdsworth,Wairarapa,82.5,72.5
256900,Carterton North,Wairarapa,87.5,77.5
257000,Kokotau,Wairarapa,82.5,72.5
257100,Carterton South,Wairarapa,87.5,72.5
257200,Gladstone (Carterton District),Wairarapa,87.5,72.5
257300,Tauherenikau,Wairarapa,87.5,77.5
257400,Kahutara,Wairarapa,87.5,67.5
257500,Featherston,Wairarapa,82.5,67.5
257700,Greytown,Wairarapa,87.5,82.5
257800,Aorangi Forest,Wairarapa,92.5,77.5
257900,Martinborough,Wairarapa,92.5,82.5
300300,Golden Bay/Mohua,Nelson Marlborough,72.5,62.5
300500,Takaka,Nelson Marlborough,72.5,62.5
300600,Pohara-Abel Tasman,Nelson Marlborough,72.5,62.5
300700,Takaka Hills,Nelson Marlborough,72.5,57.5
300800,Kaiteriteri-Riwaka,Nelson Marlborough,97.5,82.5
300900,Upper Moutere,Nelson Marlborough,72.5,62.5
301000,Lower Moutere,Nelson Marlborough,77.5,67.5
301100,Motueka North,Nelson Marlborough,82.5,72.5
301200,Motueka West,Nelson Marlborough,77.5,62.5
301300,Motueka East,Nelson Marlborough,82.5,77.5
301500,Golden Downs,Nelson Marlborough,72.5,62.5
301600,Moutere Hills,Nelson Marlborough,87.5,77.5
301700,Ruby Bay-Mapua,Nelson Marlborough,87.5,77.5
301800,Murchison-Nelson Lakes,Nelson Marlborough,77.5,72.5
301900,Inlet Waimea West,Nelson Marlborough,97.5,97.5
302000,Islands Tasman District,Nelson Marlborough,67.5,62.5
302100,Waimea West,Nelson Marlborough,92.5,82.5
302200,Appleby,Nelson Marlborough,87.5,77.5
302300,Wakefield,Nelson Marlborough,82.5,67.5
302400,Richmond West (Tasman District),Nelson Marlborough,87.5,82.5
302500,Wakefield Rural,Nelson Marlborough,82.5,67.5
302600,Brightwater,Nelson Marlborough,82.5,72.5
302700,Hope,Nelson Marlborough,87.5,77.5
302800,Richmond Central (Tasman District),Nelson Marlborough,82.5,72.5
302900,Ben Cooper Park,Nelson Marlborough,87.5,77.5
303000,Richmond South (Tasman District),Nelson Marlborough,87.5,77.5
303100,Wilkes Park,Nelson Marlborough,87.5,77.5
303200,Templemore,Nelson Marlborough,92.5,82.5
303300,Easby Park,Nelson Marlborough,82.5,72.5
303400,Fairose,Nelson Marlborough,92.5,87.5
303500,Aniseed Valley,Nelson Marlborough,82.5,72.5
303600,Nelson Rural,Nelson Marlborough,82.5,72.5
303700,Inlets Nelson City,Nelson Marlborough,52.5,52.5
303800,Marybank,Nelson Marlborough,87.5,77.5
303900,Port Nelson,Nelson Marlborough,97.5,97.5
304000,Nelson Airport,Nelson Marlborough,67.5,47.5
304100,Tahunanui,Nelson Marlborough,82.5,67.5
304200,Britannia,Nelson Marlborough,87.5,77.5
304300,Atawhai,Nelson Marlborough,92.5,82.5
304400,Broadgreen-Monaco,Nelson Marlborough,82.5,72.5
304500,Washington,Nelson Marlborough,82.5,67.5
304600,Tahuna Hills,Nelson Marlborough,87.5,77.5
304700,Nelson Central-Trafalgar,Nelson Marlborough,87.5,77.5
304800,The Wood,Nelson Marlborough,87.5,82.5
304900,Toi Toi,Nelson Marlborough,87.5,77.5
305000,Nayland,Nelson Marlborough,87.5,77.5
305100,Aldinga,Nelson Marlborough,92.5,82.5
305200,Victory,Nelson Marlborough,82.5,72.5
305300,Rutherford,Nelson Marlborough,92.5,82.5
305400,Maitlands,Nelson Marlborough,87.5,72.5
305500,Maitai,Nelson Marlborough,92.5,82.5
305600,Grampians,Nelson Marlborough,87.5,72.5
305700,Saxton,Nelson Marlborough,97.5,97.5
305800,Suffolk,Nelson Marlborough,87.5,77.5
305900,Omaio,Nelson Marlborough,87.5,77.5
306000,Enner Glynn,Nelson Marlborough,87.5,72.5
306100,Daelyn,Nelson Marlborough,92.5,87.5
306200,The Brook,Nelson Marlborough,87.5,77.5
306300,Marlborough Sounds West,Nelson Marlborough,77.5,62.5
306500,Marlborough Sounds East,Nelson Marlborough,87.5,72.5
306600,Upper Wairau ,Nelson Marlborough,87.5,77.5
306700,Waikawa (Marlborough District),Nelson Marlborough,87.5,77.5
306800,Waitohi (Marlborough District),Nelson Marlborough,82.5,72.5
306900,Tuamarina,Nelson Marlborough,82.5,72.5
307000,Awatere,Nelson Marlborough,87.5,72.5
307100,Renwick,Nelson Marlborough,87.5,77.5
307200,Lower Wairau ,Nelson Marlborough,97.5,92.5
307300,Woodbourne,Nelson Marlborough,97.5,87.5
307400,Spring Creek-Grovetown,Nelson Marlborough,92.5,82.5
307500,Springlands,Nelson Marlborough,92.5,82.5
307600,Yelverton,Nelson Marlborough,87.5,77.5
307700,Mayfield,Nelson Marlborough,92.5,82.5
307800,Whitney West,Nelson Marlborough,87.5,77.5
307900,Blenheim Central,Nelson Marlborough,97.5,87.5
308000,Riversdale-Islington,Nelson Marlborough,87.5,72.5
308100,Whitney East,Nelson Marlborough,87.5,77.5
308200,Redwoodtown West,Nelson Marlborough,82.5,72.5
308300,Witherlea West,Nelson Marlborough,92.5,82.5
308400,Redwoodtown East,Nelson Marlborough,87.5,77.5
308500,Riverlands,Nelson Marlborough,97.5,97.5
308600,Witherlea East,Nelson Marlborough,92.5,82.5
308800,Kaikoura Ranges,Canterbury,82.5,67.5
308900,Kaikoura,Canterbury,82.5,72.5
309000,Karamea,West Coast,67.5,57.5
309100,Inlets Buller District,West Coast,67.5,67.5
